PersonnelID,Name,AgencyID,Position,ClearanceLevel
542,James Rush,175,Health service manager,Confidential
543,Darrell Mcbride,140,Associate Professor,Top Secret
544,James Beck,183,Theatre manager,Secret
545,Alexis Hodges,190,"Teacher, secondary school",Secret
546,Samuel Stevens,107,Insurance risk surveyor,Confidential
547,Wayne Lane,92,Archivist,Secret
548,Micheal Thomas,141,Animal nutritionist,Top Secret
549,Antonio Warren,86,"Surveyor, minerals",Confidential
550,Tabitha Hood,130,"Administrator, local government",Top Secret
551,Megan Townsend,14,"Accountant, chartered",Secret
552,Robert Miller DDS,171,Petroleum engineer,Confidential
553,Caitlin Powers,88,Civil Service administrator,Secret
554,Randy Johnston,37,Firefighter,Top Secret
555,Shawna Baker,88,Manufacturing systems engineer,Secret
556,Ruth Collins,20,Chief Technology Officer,Secret
557,James Silva,117,"Librarian, academic",Secret
558,Patricia Salinas,148,Armed forces logistics/support/administrative officer,Confidential
559,Brittany Clark,13,Estate agent,Top Secret
560,Joseph Odom,164,Public relations account executive,Confidential
561,Christine Roberts,14,Occupational psychologist,Confidential
562,Sean Parrish,70,IT technical support officer,Confidential
563,Susan Dunn,107,Herpetologist,Confidential
564,Elizabeth Rogers,9,"Nurse, adult",Secret
565,Alexander Carr,197,Purchasing manager,Secret
566,Jonathan Cox,191,"Scientist, audiological",Confidential
567,Angela Jackson,40,"Geneticist, molecular",Secret
568,Nathan Mitchell,118,"Horticulturist, amenity",Top Secret
569,Kyle Raymond,73,"Engineer, biomedical",Confidential
570,Travis Skinner,66,Interior and spatial designer,Top Secret
571,Laura Chambers,191,"Geologist, wellsite",Top Secret
572,Nicholas Benitez,180,Retail manager,Confidential
573,Robert Davis,135,Financial risk analyst,Top Secret
574,Margaret Anderson DDS,78,Actor,Top Secret
575,Cassidy Wilson,51,Tree surgeon,Confidential
576,Christopher Manning,14,"Development worker, community",Secret
577,Kyle Johnson,171,"Civil engineer, consulting",Top Secret
578,Aaron Beltran,20,Sports coach,Secret
579,Jeremy King,161,"Surveyor, building",Secret
580,Julia Silva,34,Seismic interpreter,Top Secret
581,Robert Rojas,92,Horticultural consultant,Confidential
582,Ashley Hamilton,122,Local government officer,Confidential
583,Megan Thompson,104,Stage manager,Secret
584,Sarah Garcia,162,Metallurgist,Secret
585,Philip Newman,47,"Engineer, energy",Top Secret
586,Karen Murphy,23,Building services engineer,Top Secret
587,Patricia Robbins,9,Building control surveyor,Top Secret
588,Deborah Turner,45,Visual merchandiser,Confidential
589,Courtney Cruz,183,International aid/development worker,Top Secret
590,Nancy Curtis,71,Hydrologist,Top Secret
591,Mr. Larry Carpenter,160,Horticultural consultant,Confidential
592,Stephanie Vazquez,34,Call centre manager,Confidential
593,Bianca Brown,151,"Producer, television/film/video",Top Secret
594,Travis Watson,162,"Engineer, communications",Secret
595,Nancy Henry,32,"Engineer, maintenance",Top Secret
596,Derrick Woods,82,"Conservation officer, nature",Secret
597,Michelle Santos,7,Occupational hygienist,Secret
598,Heather Rice,16,Adult guidance worker,Top Secret
599,Megan Saunders,136,Paediatric nurse,Top Secret
600,George Dalton,112,Administrator,Top Secret
601,Tyler White,13,English as a foreign language teacher,Confidential
602,Mrs. Teresa Gentry,11,Insurance account manager,Top Secret
603,Andrew Thomas,146,"Teacher, special educational needs",Confidential
604,Kevin Sweeney,94,"Psychologist, forensic",Top Secret
605,Richard Williams,70,Chiropodist,Secret
606,Trevor Turner,26,Maintenance engineer,Top Secret
607,Amber Randolph,162,Soil scientist,Top Secret
608,Karen Douglas,72,"Nurse, adult",Top Secret
609,Patrick Castillo,86,"Surveyor, building control",Secret
610,Kristen Davis,49,Travel agency manager,Top Secret
611,Jermaine Green,200,Event organiser,Confidential
612,Elizabeth Walsh,64,Office manager,Confidential
613,Brian Stephens,71,"Engineer, production",Confidential
614,Brian Miller,38,Financial adviser,Confidential
615,Kimberly Saunders,196,Chartered public finance accountant,Secret
616,Nathan Morris,97,"Accountant, chartered certified",Confidential
617,Kevin Gomez,124,Health service manager,Confidential
618,Nicholas Le,18,Medical illustrator,Secret
619,Maria Smith,108,Computer games developer,Secret
620,Dakota Ortiz,125,Medical secretary,Top Secret
621,Mark Miller,119,"Editor, commissioning",Confidential
622,Amanda Johnson,72,"Sales professional, IT",Confidential
623,Taylor Buck,76,Warden/ranger,Confidential
624,Christopher French,200,Trade mark attorney,Confidential
625,Robert Franklin,24,Dramatherapist,Top Secret
626,Donna Daniel,85,Geographical information systems officer,Top Secret
627,Kathleen Sims,189,Television floor manager,Confidential
628,Alyssa Hall,31,Web designer,Secret
629,Catherine Roberts,12,"Surveyor, insurance",Top Secret
630,Raymond Waters,66,"Nurse, learning disability",Confidential
631,David Chavez,185,Industrial/product designer,Top Secret
632,Steven Schmidt,151,Surgeon,Confidential
633,Emily Cunningham,98,Leisure centre manager,Secret
634,Vanessa Shepherd,97,Secretary/administrator,Top Secret
635,Michael Moss,191,"Engineer, drilling",Top Secret
636,Diana Whitehead,152,Analytical chemist,Confidential
637,Sean Smith,91,Armed forces technical officer,Top Secret
638,Austin Lozano,177,Consulting civil engineer,Confidential
639,Amy Clark,24,Cytogeneticist,Top Secret
640,William Perez,199,"Programmer, multimedia",Top Secret
641,Dr. Grace Haynes,151,Arboriculturist,Top Secret
642,Heather Lee,30,Broadcast journalist,Confidential
643,Charles Cunningham,98,"Engineer, biomedical",Top Secret
644,Valerie Chang,20,Prison officer,Top Secret
645,Mark Lopez,163,Sales promotion account executive,Secret
646,David Davis,31,Television camera operator,Top Secret
647,Russell Tucker,129,Curator,Top Secret
648,Daniel Wright,16,Architectural technologist,Confidential
649,Kevin Wright,165,Technical brewer,Top Secret
650,Robert Jones,94,Information officer,Secret
651,Felicia Rodriguez,194,"Engineer, water",Confidential
652,William White,54,Publishing copy,Top Secret
653,Sophia Wilson,25,Maintenance engineer,Top Secret
654,Eric Brooks,133,Race relations officer,Confidential
655,Chelsea Hancock,149,Operational researcher,Confidential
656,Juan Nguyen,27,Cytogeneticist,Confidential
657,Christopher Benson,154,Early years teacher,Secret
658,Michael Stephens,40,IT technical support officer,Secret
659,Lisa Collins,15,Astronomer,Top Secret
660,Jennifer Schneider,99,"Therapist, sports",Confidential
661,Scott Lynch,180,"Engineer, building services",Secret
662,Robert Robles,112,Computer games developer,Confidential
663,Kenneth Jackson,137,Multimedia programmer,Top Secret
664,Suzanne Shields,94,"Chemist, analytical",Top Secret
665,Charles Bird,81,Ophthalmologist,Top Secret
666,Sharon Jones,127,Holiday representative,Top Secret
667,Seth Cuevas,18,Armed forces training and education officer,Confidential
668,Melissa Robinson,69,"Nurse, learning disability",Secret
669,Mary Smith,64,Printmaker,Top Secret
670,Amber Cline,84,"Merchandiser, retail",Secret
671,Chris Murphy,11,Art therapist,Secret
672,Carolyn Bell,84,Intelligence analyst,Top Secret
673,Christopher Roy,87,Theatre stage manager,Confidential
674,Alicia Williams,111,"Engineer, energy",Secret
675,Vicki Gillespie,4,Industrial/product designer,Top Secret
676,Dana Rodriguez,84,Sport and exercise psychologist,Confidential
677,Mark Fisher,130,"Copywriter, advertising",Confidential
678,Melissa Rodriguez,14,Research scientist (maths),Confidential
679,Thomas Gomez,186,"Producer, television/film/video",Top Secret
680,Patricia Brown,72,Banker,Secret
681,Brandon Scott,70,Podiatrist,Confidential
682,David Long,192,Aid worker,Top Secret
683,Ryan Hayes,158,Public relations account executive,Top Secret
684,Emily Nunez,171,Furniture designer,Confidential
685,James Cooke,89,IT trainer,Secret
686,Ralph Jackson,157,Fish farm manager,Confidential
687,Daniel Wagner,139,"Designer, fashion/clothing",Confidential
688,Pamela Horne,133,Games developer,Confidential
689,Jason Jackson,8,Clinical embryologist,Confidential
690,Gordon Wilson,46,"Designer, ceramics/pottery",Secret
691,Sonya Castro,102,Records manager,Top Secret
692,Alex Gates,187,"Research officer, political party",Top Secret
693,Thomas Long,198,"Production assistant, television",Confidential
694,Louis Wilson,60,"Exhibitions officer, museum/gallery",Top Secret
695,Robert King,119,Speech and language therapist,Confidential
696,Michael Anderson,77,Psychiatric nurse,Top Secret
697,Joshua Grant,62,Theme park manager,Confidential
698,Cynthia Vega,74,"Conservation officer, historic buildings",Secret
699,Meghan Brooks,92,Television production assistant,Secret
700,Kristi Patel,190,Politician's assistant,Secret
701,Richard Hernandez,116,Data processing manager,Top Secret
702,Russell Crawford,200,Art therapist,Secret
703,Russell Johnson,39,Forensic psychologist,Confidential
704,Jordan Morris DDS,167,Textile designer,Confidential
705,Dawn Young,109,Advertising account planner,Top Secret
706,Adam Lee,89,IT consultant,Secret
707,Brett Hardin,103,"Psychologist, prison and probation services",Top Secret
708,Daniel Diaz,17,Art therapist,Confidential
709,Scott Thompson,55,"Horticulturist, amenity",Confidential
710,Justin Ortiz,153,"Pilot, airline",Top Secret
711,Bridget Hanson,119,Medical laboratory scientific officer,Top Secret
712,Dr. Sheila Pena,7,"Loss adjuster, chartered",Confidential
713,Sarah Harrell,9,"Conservator, furniture",Confidential
714,Michael Reynolds,105,Management consultant,Confidential
715,Roger Jones,169,Patent attorney,Secret
716,Joanna Martin,40,Clinical molecular geneticist,Confidential
717,David Ortiz,177,"Administrator, Civil Service",Secret
718,Diana Hartman,17,Theatre manager,Top Secret
719,Sandra Stewart,56,"Engineer, aeronautical",Confidential
720,Steven Jackson,101,Metallurgist,Top Secret
721,Briana Clark,178,Mudlogger,Secret
722,Debbie Crawford,70,Warehouse manager,Top Secret
723,Alyssa Christian,99,"Surveyor, insurance",Confidential
724,Kenneth Mason,63,Local government officer,Confidential
725,Nicholas Miller,34,Artist,Secret
726,Benjamin Ray,196,Fish farm manager,Top Secret
727,Walter Campbell,187,Equities trader,Top Secret
728,Leslie Washington,77,Manufacturing systems engineer,Confidential
729,Michelle Cuevas,179,"Scientist, research (maths)",Top Secret
730,Timothy Mann,144,Podiatrist,Secret
731,Stephanie Brown,125,Industrial buyer,Confidential
732,Victoria Perez,129,Futures trader,Top Secret
733,Melissa Wood,172,"Psychologist, sport and exercise",Secret
734,Adam Martinez,104,"Surveyor, building",Secret
735,Melanie Campbell,40,Seismic interpreter,Confidential
736,Daniel Miller,18,Dealer,Top Secret
737,Richard Cabrera,172,Oncologist,Secret
738,Sylvia Ryan,59,Armed forces logistics/support/administrative officer,Secret
739,Jennifer Rangel,187,"Scientist, product/process development",Confidential
740,Collin Wilson,81,Television camera operator,Top Secret
741,Paul Coleman,135,Tourist information centre manager,Top Secret
742,Frederick Nelson,3,"Psychologist, forensic",Confidential
743,Christine Miller,55,Horticultural therapist,Confidential
744,Scott Ryan,66,Health service manager,Secret
745,Sarah Hoffman,193,Music therapist,Secret
746,Chelsea Davis,21,Holiday representative,Top Secret
747,Michael Gonzalez,108,Aid worker,Secret
748,Steven King,6,Manufacturing engineer,Secret
749,Rebecca Hayden,107,Clinical embryologist,Confidential
750,Kenneth Doyle,69,Astronomer,Top Secret
751,Patricia Carter,153,Advice worker,Top Secret
752,Douglas Perez,159,Exercise physiologist,Top Secret
753,Jo Ponce,77,Personal assistant,Top Secret
754,Sabrina Smith,24,Waste management officer,Secret
755,Mark Bush,87,Site engineer,Confidential
756,Christopher Martin,190,"Surveyor, minerals",Confidential
757,Virginia Black,198,"Journalist, broadcasting",Top Secret
758,Darren Green,127,Seismic interpreter,Top Secret
759,Jessica Smith,72,Statistician,Top Secret
760,Brian Cowan,147,Dentist,Top Secret
761,Alexandra Brown,59,"Psychologist, occupational",Top Secret
762,Wesley Neal,134,Commercial horticulturist,Confidential
763,Phillip Lewis,38,"Designer, exhibition/display",Top Secret
764,Holly Alvarado,128,Radio broadcast assistant,Confidential
765,Gina Arroyo,34,Lawyer,Confidential
766,Jordan Rogers,173,Musician,Secret
767,Scott Nunez,105,"Geologist, engineering",Confidential
768,Laurie Alexander,188,"Psychologist, sport and exercise",Secret
769,Paul Davis,47,Economist,Confidential
770,Carl Blackburn,35,"Restaurant manager, fast food",Confidential
771,Joshua Golden,133,Field seismologist,Top Secret
772,Cory Morrison,123,"Teacher, adult education",Top Secret
773,Russell Garza,143,"Civil engineer, contracting",Secret
774,Kimberly Christensen,189,"Engineer, manufacturing systems",Secret
775,Ashley Hunter,57,"Designer, textile",Top Secret
776,Andrew Collins,48,Information officer,Top Secret
777,Taylor Waters,100,"Restaurant manager, fast food",Top Secret
778,Paul Kennedy,35,Historic buildings inspector/conservation officer,Secret
779,Michael Martinez,85,Government social research officer,Confidential
780,Cheryl Rollins,98,Television floor manager,Top Secret
781,Darrell Smith,60,Psychiatric nurse,Secret
782,Brian Nguyen DDS,176,Dentist,Confidential
783,Micheal Schwartz,76,Rural practice surveyor,Secret
784,Valerie Murphy,146,Theatre manager,Top Secret
785,David Trujillo,7,Advertising account planner,Confidential
786,Lauren Garner,129,Glass blower/designer,Secret
787,Melissa Miranda,93,Primary school teacher,Confidential
788,Teresa Williams,90,Nutritional therapist,Top Secret
789,William Davis,79,"Engineer, broadcasting (operations)",Secret
790,Jeffery Lin,191,IT trainer,Secret
791,Kimberly Wilson,192,Amenity horticulturist,Secret
792,Charles Pierce,184,Diplomatic Services operational officer,Confidential
793,Sarah Branch,140,Network engineer,Confidential
794,Cassandra Smith,72,"Therapist, sports",Confidential
795,Shawn Suarez,169,Charity officer,Secret
796,Michael Velez,109,Marine scientist,Confidential
797,Karl Estrada,190,Chief of Staff,Top Secret
798,Thomas Graham,181,Set designer,Top Secret
799,Katherine Moore,170,"Engineer, broadcasting (operations)",Confidential
800,Amy Lynch,158,Commercial horticulturist,Confidential
801,Brian Coleman,110,"Accountant, chartered public finance",Secret
802,Denise Tucker,154,Civil Service fast streamer,Secret
803,Darryl Mcbride,74,"Civil engineer, consulting",Top Secret
804,Daniel Walker,24,Product/process development scientist,Confidential
805,Alyssa Gomez,98,Games developer,Secret
806,Jane Murray,62,Pensions consultant,Confidential
807,Brittany Morgan,30,Maintenance engineer,Secret
808,Richard White,143,"Pharmacist, hospital",Top Secret
809,Dr. Diane Christian,50,"Surveyor, commercial/residential",Secret
810,Jennifer Berry,117,Architectural technologist,Top Secret
811,Ashley Johnson,177,Museum/gallery curator,Confidential
812,Kevin Pope,159,Fisheries officer,Secret
813,Blake Byrd,169,Physiological scientist,Confidential
814,Eric Larsen,117,Systems developer,Confidential
815,Bonnie Henderson,168,Production manager,Top Secret
816,Robert Silva,19,"Administrator, sports",Secret
